,line,token,lemma,error_type
1020,98921,οἷς,ὅς2,2
1021,98993,χρῆσθαι,χράω2,2
1022,99049,οἷς,ὅς2,2
1023,99159,χρώμενοι,χράω2,2
1024,99251,οἷς,ὅς2,2
1025,99348,ὅτι,ὅτι2,2
1026,99393,ὧν,ὅς2,2
1027,99551,ὧν,ὅς2,2
1028,99743,λείαν,λεία2,2
1029,100010,ὅτι,ὅτι2,2
1030,100155,ὧν,ὅς2,2
1031,100186,ὧν,ὅς2,2
1032,100207,δεηθέντες,δέω2,2
1033,100505,οἷς,ὅς2,2
1034,100557,ἧς,ὅς2,2
1035,100586,ὧν,ὅς2,2
1036,100639,ᾧ,ὅς2,2
1037,100777,ὅτι,ὅτι2,2
1038,100793,ἔθυεν,θύω2,2
1039,100822,ᾧ,ὅς2,2
1040,100857,ὃν,ὅς2,2
1041,100876,χρώμενος,χράω2,2
1042,100878,ὧν,ὅς2,2
1043,100954,χρῆσθαι,χράω2,2
1044,100982,οἷς,ὅς2,2
1045,101032,ἃ,ὅς2,2
1046,101280,ὅτι,ὅτι2,2
1047,101331,χρῆσθαι,χράω2,2
1048,101518,ὧν,ὅς2,2
1049,101564,πυρὰν,πυρά2,2
1050,101605,ὅτι,ὅτι2,2
1051,101652,χρώμενοι,χράω2,2
1052,101656,οὓς,ὅς2,2
1053,101783,οὗ,ὅς2,2
1054,101913,ὀξὺ,ὀξύς2,2
1055,101997,ὃν,ὅς2,2
1056,102240,χρώμενον,χράω2,2
1057,102282,προσιόντα,πρόσειμι2,2
1058,102369,οὗ,ὅς2,2
1059,102576,δεῖσθαι,δέω2,2
1060,102581,ἣν,ὅς2,2
1061,102622,ᾧ,ὅς2,2
1062,102663,χρῆσθαι,χράω2,2
1063,102705,ὅτι,ὅτι2,2
1064,102727,δεόμενον,δέω2,2
1065,102745,ὄγκον,ὄγκος2,2
1066,102750,χρῷτο,χράω2,2
1067,102925,ὥραν,ὥρα2,2
1068,102994,ὅτι,ὅτι2,2
1069,103113,περιιὼν,περίειμι2,2
1070,103177,ᾧ,ὅς2,2
1071,103201,οἷς,ὅς2,2
1072,103210,οἷς,ὅς2,2
1073,103506,ἣν,ὅς2,2
1074,103513,ὃν,ὅς2,2
1075,103713,οἷς,ὅς2,2
1076,103837,ἧς,ὅς2,2
1077,103844,ἧς,ὅς2,2
1078,103865,ἧς,ὅς2,2
1079,103923,λείαν,λεία2,2
1080,104343,ὧν,ὅς2,2
1081,104556,ὅτι,ὅτι2,2
1082,104641,δεόμενος,δέω2,2
1083,104647,ἃ,ὅς2,2
1084,104936,ὄγκου,ὄγκος2,2
1085,105275,οὗ,ὅς2,2
1086,105538,οἷς,ὅς2,2
1087,105563,ἄνω,ἄνω2,2
1088,105596,ἀπιόντα,ἄπειμι2,2
1089,105623,ὅτι,ὅτι2,2
1090,105710,ἃ,ὅς2,2
1091,105732,δεόμενον,δέω2,2
1092,105737,ὧν,ὅς2,2
1093,105868,ἧς,ὅς2,2
1094,105874,ἧς,ὅς2,2
1095,105982,ἣν,ὅς2,2
1096,106049,χρῆται,χράω2,2
1097,106223,ἄπεισιν,ἄπειμι2,2
1098,106225,ᾧ,ὅς2,2
1099,106450,ὅτι,ὅτι2,2
1100,106616,χρησόμενος,χράω2,2
1101,106644,ὀξέως,ὀξύς2,2
1102,106861,ᾧ,ὅς2,2
1103,106901,χρῆσθαι,χράω2,2
1104,106954,ὅτι,ὅτι2,2
1105,107104,χρῆσθαι,χράω2,2
1106,107258,πιστὰ,πιστός2,2
1107,107306,οἷς,ὅς2,2
1108,107571,ὧν,ὅς2,2
1109,107580,ὅτι,ὅτι2,2
1110,107596,χρησόμενος,χράω2,2
1111,107996,ὅτι,ὅτι2,2
1112,108056,δέοιτο,δέω2,2
1113,108072,πιστότατον,πιστός2,2
1114,108149,ἀπίους,ἄπιος2,2
1115,108194,ὅτι,ὅτι2,2
1116,108364,πιστῶς,πιστός2,2
1117,108372,ἤρα,ἐράω2,2
1118,108530,πιστῶς,πιστός2,2
1119,108535,ἐρῶντος,ἐράω2,2
1120,108566,ἧς,ὅς2,2
1121,109189,προσῄει,πρόσειμι2,2
1122,109222,δεόμενος,δέω2,2
1123,109363,ὅτι,ὅτι2,2
1124,109367,κύριος,κύριος2,2
1125,109604,ἀργὸς,ἀργός2,2
1126,109800,ἧς,ὅς2,2
1127,109822,χρῆσθαι,χράω2,2
1128,109838,οἷς,ὅς2,2
1129,109839,ἐχρῆτο,χράω2,2
1130,109840,πιστοῖς,πιστός2,2
1131,109919,δεομένων,δέω2,2
1132,110177,ἣν,ὅς2,2
1133,110247,ὧν,ὅς2,2
1134,110282,ὃν,ὅς2,2
1135,110416,χρώμενον,χράω2,2
1136,110532,ᾧ,ὅς2,2
1137,110614,οἷς,ὅς2,2
1138,111070,ὅτι,ὅτι2,2
1139,111209,ὧν,ὅς2,2
1140,111332,ὧν,ὅς2,2
1141,111364,συνιούσης,σύνειμι2,2
1142,111434,ὧν,ὅς2,2
1143,111478,δεόμενος,δέω2,2
1144,111542,ὅτι,ὅτι2,2
1145,111615,δεομένων,δέω2,2
1146,111627,οἷς,ὅς2,2
1147,111663,χρῆσθαι,χράω2,2
1148,111675,οἷς,ὅς2,2
1149,111679,ἐνδούσης,ἐνδέω2,2
1150,111724,οὓς,ὅς2,2
1151,112017,οὓς,ὅς2,2
1152,112139,ᾧ,ὅς2,2
1153,112332,ᾧ,ὅς2,2
1154,112405,ὅτι,ὅτι2,2
1155,112566,δέομαι,δέω2,2
1156,112635,οἷς,ὅς2,2
1157,112665,ἧς,ὅς2,2
1158,112671,ὧν,ὅς2,2
1159,112678,χρῆσθαι,χράω2,2
1160,112687,χρῆσθαι,χράω2,2
1161,112690,δεῖσθαι,δέω2,2
1162,112728,ἣν,ὅς2,2
1163,112768,ὅτι,ὅτι2,2
1164,112872,ὅτι,ὅτι2,2
1165,112929,ᾧ,ὅς2,2
1166,113009,ἃ,ὅς2,2
1167,113099,δεομένων,δέω2,2
1168,113144,δεομένοις,δέω2,2
1169,113298,ὅτι,ὅτι2,2
1170,113312,προσῄει,πρόσειμι2,2
1171,113331,ὄγκου,ὄγκος2,2
1172,113396,λείᾳ,λεία2,2
1173,113453,μετῄει,μέτειμι2,2
1174,113490,μετιοῦσι,μέτειμι2,2
1175,113519,οἷς,ὅς2,2
1176,113544,δεόμενον,δέω2,2
1177,113592,ὅτι,ὅτι2,2
1178,113680,οἷς,ὅς2,2
1179,113873,ὅτι,ὅτι2,2
1180,113874,δεῖ,δέω2,2
1181,113934,ἀπῄει,ἄπειμι2,2
1182,114121,ἃ,ὅς2,2
1183,114371,οὓς,ὅς2,2
1184,114495,ὥραν,ὥρα2,2
1185,114509,ὀξὺν,ὀξύς2,2
1186,114515,δεόμενον,δέω2,2
1187,114542,χρώμενοι,χράω2,2
1188,114664,χρώμενον,χράω2,2
1189,114709,χρῆσθαι,χράω2,2
1190,114832,ἐδέοντο,δέω2,2
1191,115046,ᾧ,ὅς2,2
1192,115074,σύνοδοι,σύνοδος2,2
1193,115215,ὅτι,ὅτι2,2
1194,115323,οὓς,ὅς2,2
1195,115356,ἃ,ὅς2,2
1196,115450,ἀπῄει,ἄπειμι2,2
1197,115497,ὅτι,ὅτι2,2
1198,115504,ὅτι,ὅτι2,2
1199,115593,ὄγκῳ,ὄγκος2,2
1200,115634,ἀπιὼν,ἄπειμι2,2
1201,115653,δεηθεὶς,δέω2,2
1202,115959,δεόμενος,δέω2,2
1203,116122,χρῆσαι,χράω2,2
1204,116230,ἐπιούσαις,ἔπειμι2,2
1205,116320,ὅτι,ὅτι2,2
1206,116390,ἀπῄει,ἄπειμι2,2
1207,116484,ἐχρῶντο,χράω2,2
1208,116516,ᾧ,ὅς2,2
1209,116591,ὃν,ὅς2,2
1210,116739,ἡνίας,ἡνία2,2
1211,116804,ὅτι,ὅτι2,2
1212,116961,ὅτι,ὅτι2,2
1213,117012,ᾧ,ὅς2,2
1214,117064,λείας,λεία2,2
1215,117071,χρωμένους,χράω2,2
1216,117268,κεχρημένον,χράω2,2
1217,117356,ᾧ,ὅς2,2
1218,117396,λείαν,λεία2,2
1219,117529,οὗ,ὅς2,2
1220,117617,οἷς,ὅς2,2
1221,117641,ὅτι,ὅτι2,2
1222,117770,πρεσβυτῶν,πρεσβύτης2,2
1223,117772,δεήσεις,δέω2,2
1224,117830,δεομένους,δέω2,2
1225,117872,ὄγκου,ὄγκος2,2
1226,117890,ὧν,ὅς2,2
1227,117891,δεόμενοι,δέω2,2
1228,117916,ὧν,ὅς2,2
1229,118080,οἷς,ὅς2,2
1230,118112,ἀργὸν,ἀργός2,2
1231,118121,ἐπιὼν,ἔπειμι2,2
1232,118259,ἃ,ὅς2,2
1233,118383,οἷς,ὅς2,2
1234,118609,δεομέναις,δέω2,2
1235,118671,ᾧ,ὅς2,2
1236,118901,δεηθῆναι,δέω2,2
1237,118916,ἧς,ὅς2,2
1238,118952,ὅτι,ὅτι2,2
1239,119066,ἣν,ὅς2,2
1240,119078,χρῆσθε,χράω2,2
1241,119147,προσιούσας,πρόσειμι2,2
1242,119499,ὅτι,ὅτι2,2
1243,119517,ὧν,ὅς2,2
1244,119542,ὅτι,ὅτι2,2
1245,119611,δεομένῃ,δέω2,2
1246,119688,δεομένην,δέω2,2
1247,119752,ἄπειμι,ἄπειμι2,2
1248,119895,θυόντων,θύω2,2
1249,120089,οἷς,ὅς2,2
1250,120531,ὅτι,ὅτι2,2
1251,120609,ὃν,ὅς2,2
1252,120656,ᾗ,ὅς2,2
1253,121010,ᾧ,ὅς2,2
1254,121307,ᾧ,ὅς2,2
1255,121458,δεηθεῖσα,δέω2,2
1256,121576,ὅτι,ὅτι2,2
1257,121588,ὃν,ὅς2,2
1258,121622,ὅτι,ὅτι2,2
1259,121644,θύουσιν,θύω2,2
1260,121771,θύουσι,θύω2,2
1261,121817,ὅτι,ὅτι2,2
1262,121970,ὧν,ὅς2,2
1263,121997,ᾧ,ὅς2,2
1264,122012,ὅτι,ὅτι2,2
1265,122042,πάροδον,πάροδος2,2
1266,122130,ὅτι,ὅτι2,2
1267,122178,χρῆσθαι,χράω2,2
1268,122236,ἐχρῶντο,χράω2,2
1269,122399,ἐδεῖτο,δέω2,2
1270,122596,πιστά,πιστός2,2
1271,122618,οἷς,ὅς2,2
1272,122656,ἃ,ὅς2,2
1273,122972,ὀξέως,ὀξύς2,2
1274,123077,ἀπορεῖν,ἀπορέω2,2
1275,123095,FHG,,1
1276,123096,III,,1
1277,123097,78,,1
1278,123231,ὅτι,ὅτι2,2
1279,123445,χρῆσθαι,χράω2,2
1280,123472,ὧν,ὅς2,2
1281,123501,πρόσεισιν,πρόσειμι2,2
1282,123660,ὃν,ὅς2,2
1283,123687,ὀξεῖς,ὀξύς2,2
1284,123695,ὅτι,ὅτι2,2
1285,123766,ἐχρῶντο,χράω2,2
1286,123779,ἧς,ὅς2,2
1287,123797,ᾧ,ὅς2,2
1288,123925,ὅτι,ὅτι2,2
1289,123959,ἔθυον,θύω2,2
1290,124029,σύνοδον,σύνοδος2,2
1291,124038,ἣν,ὅς2,2
1292,124107,ὥραν,ὥρα2,2
1293,124208,ὥρας,ὥρα2,2
1294,124211,ἣν,ὅς2,2
1295,124245,ὥρας,ὥρα2,2
1296,124324,λογάδας,λογάς2,2
1297,124335,ἐχρῆτο,χράω2,2
1298,124378,ὅτι,ὅτι2,2
1299,124486,χρῆσθαι,χράω2,2
1300,124530,χρώμενοι,χράω2,2
1301,124715,ὅτι,ὅτι2,2
1302,124749,δεόμενον,δέω2,2
1303,124765,ὧν,ὅς2,2
1304,124993,ὧν,ὅς2,2
1305,125103,ὃν,ὅς2,2
1306,125253,ὅτι,ὅτι2,2
1307,125288,ὧν,ὅς2,2
1308,125320,ἐχρῶντο,χράω2,2
1309,125454,ὧν,ὅς2,2
1310,125739,ὧν,ὅς2,2
1311,125975,ὄγκον,ὄγκος2,2
1312,126103,ᾧ,ὅς2,2
1313,126139,οὓς,ὅς2,2
1314,126148,ἃ,ὅς2,2
1315,126211,δεομένοις,δέω2,2
1316,126220,δέονται,δέω2,2
1317,126254,ὧν,ὅς2,2
1318,126343,ὧν,ὅς2,2
1319,126480,ἧς,ὅς2,2
1320,126522,ᾧ,ὅς2,2
1321,126533,ὀξὺν,ὀξύς2,2
1322,126628,χρώμενος,χράω2,2
1323,126673,οἷς,ὅς2,2
1324,126708,ᾧ,ὅς2,2
1325,126717,δεήσαντος,δέω2,2
1326,126833,ὃν,ὅς2,2
1327,127156,δεομένων,δέω2,2
1328,127191,δεομένοις,δέω2,2
1329,127360,ὅτι,ὅτι2,2
1330,127421,ὧν,ὅς2,2
1331,127546,ὅτι,ὅτι2,2
1332,127612,προσιόντι,πρόσειμι2,2
1333,127747,ὧν,ὅς2,2
1334,127880,ὃν,ὅς2,2
1335,128036,θύειν,θύω2,2
1336,128070,ᾧ,ὅς2,2
1337,128191,θύεσθαι,θύω2,2
1338,128193,χρωμένων,χράω2,2
1339,128207,χρῶνται,χράω2,2
1340,128353,ὧν,ὅς2,2
1341,128403,θύεσθαι,θύω2,2
1342,128548,ἐχρῶντο,χράω2,2
1343,128572,θύοντα,θύω2,2
1344,128688,χρώμενον,χράω2,2
1345,128756,λείαν,λεία2,2
1346,128888,οὓς,ὅς2,2
1347,129068,ὅτι,ὅτι2,2
1348,129184,ὅτι,ὅτι2,2
1349,129191,οὓς,ὅς2,2
1350,129211,θύσειεν,θύω2,2
1351,129241,δεηθέντες,δέω2,2
1352,129257,ἣν,ὅς2,2
1353,129300,πρεσβύτην,πρεσβύτης2,2
1354,129316,θύοντες,θύω2,2
1355,129379,ὄγκον,ὄγκος2,2
1356,129393,χρώμενος,χράω2,2
1357,129410,ᾧ,ὅς2,2
1358,129463,οὓς,ὅς2,2
1359,129468,δῆσαι,δέω2,2
1360,129491,χρῆσθαι,χράω2,2
1361,130036,πιστὸν,πιστός2,2
1362,130068,προσιὼν,πρόσειμι2,2
1363,130161,ὅτι,ὅτι2,2
1364,130181,πιστὰ,πιστός2,2
1365,130254,μετιόντων,μέτειμι2,2
1366,130329,πῶμα,πῶμα2,2
1367,130362,οἷς,ὅς2,2
1368,130471,ὅτι,ὅτι2,2
1369,130617,ὅτι,ὅτι2,2
1370,130701,θύειν,θύω2,2
1371,130880,ἀποροῦσι,ἀπορέω2,2
1372,131054,χρῶνται,χράω2,2
1373,131080,χρῆσθαι,χράω2,2
1374,131259,χρῆσθαι,χράω2,2
1375,131295,ἧς,ὅς2,2
1376,131398,ὅτι,ὅτι2,2
1377,131539,ἃ,ὅς2,2
1378,131856,ὃν,ὅς2,2
1379,131882,ἠπορημένον,ἀπορέω2,2
1380,132002,χρώμενος,χράω2,2
1381,132099,ὄγκον,ὄγκος2,2
1382,132121,ὃν,ὅς2,2
1383,132141,ὅτι,ὅτι2,2
1384,132263,ἀπῄει,ἄπειμι2,2
1385,132432,ἣν,ὅς2,2
1386,132483,ὅτι,ὅτι2,2
1387,132502,ᾧ,ὅς2,2
1388,132522,ὀξὺν,ὀξύς2,2
1389,132661,ὧν,ὅς2,2
1390,132885,οἷς,ὅς2,2
1391,132915,ὄγκου,ὄγκος2,2
1392,132965,κόρον,κόρος4,2
1393,132979,παριὼν,πάρειμι2,2
1394,133009,ὧν,ὅς2,2
1395,133040,ἧς,ὅς2,2
1396,133143,οἷς,ὅς2,2
1397,133398,ὅτι,ὅτι2,2
1398,133429,ἃ,ὅς2,2
1399,133539,ὧν,ὅς2,2
1400,133550,δεομένῳ,δέω2,2
1401,133606,ἐχρῆτο,χράω2,2
1402,133614,ἧς,ὅς2,2
1403,133816,οὓς,ὅς2,2
1404,133846,ὥραν,ὥρα2,2
1405,134077,οἷς,ὅς2,2
1406,134300,ἡνίας,ἡνία2,2
1407,134391,ἣν,ὅς2,2
1408,134575,ὅτι,ὅτι2,2
1409,134639,ὧν,ὅς2,2
1410,134902,ὧν,ὅς2,2
1411,135103,ἄνω,ἄνω2,2
1412,135328,χρώμενος,χράω2,2
1413,135777,χρώμενος,χράω2,2
1414,135956,ὧν,ὅς2,2
1415,135972,ἧς,ὅς2,2
1416,136081,ὥρᾳ,ὥρα2,2
1417,136137,ἀργῶς,ἀργός2,2
1418,136164,ἣν,ὅς2,2
1419,136388,δεῖσθαι,δέω2,2
1420,136481,ἃ,ὅς2,2
1421,136528,ὧν,ὅς2,2
1422,136555,ἐπῄεσαν,ἔπειμι2,2
1423,136879,ᾧ,ὅς2,2
1424,136947,ἔφοδον,ἔφοδος3,2
1425,137043,ὧν,ὅς2,2
1426,137044,ἐδέοντο,δέω2,2
1427,137166,ὃν,ὅς2,2
1428,137275,ἣν,ὅς2,2
1429,137304,ὅτι,ὅτι2,2
1430,137328,οὓς,ὅς2,2
1431,137392,χρώμενον,χράω2,2
1432,137399,ὃν,ὅς2,2
1433,137448,ὧν,ὅς2,2
1434,137490,ἧς,ὅς2,2
1435,137542,ὧν,ὅς2,2
1436,137549,ὅτι,ὅτι2,2
1437,137563,οἷς,ὅς2,2
1438,137583,ᾧ,ὅς2,2
1439,137636,ὅτι,ὅτι2,2
1440,137665,ὅτι,ὅτι2,2
1441,137719,ὅτι,ὅτι2,2
1442,137879,ὅτι,ὅτι2,2
1443,138018,οὗ,ὅς2,2
1444,138137,δεηθείσης,δέω2,2
1445,138302,ἣν,ὅς2,2
1446,138468,ἐχρῶντο,χράω2,2
1447,138682,ὃν,ὅς2,2
1448,138708,οἷς,ὅς2,2
1449,138803,ὧν,ὅς2,2
1450,138836,ἣν,ὅς2,2
1451,139221,ὅτι,ὅτι2,2
1452,139308,ὧν,ὅς2,2
1453,139467,ᾧ,ὅς2,2
1454,139613,ὅτι,ὅτι2,2
1455,139651,χρώμενοι,χράω2,2
1456,139891,ὅτι,ὅτι2,2
1457,139904,πρεσβύτου,πρεσβύτης2,2
1458,140140,δεηθεὶς,δέω2,2
1459,140239,ᾧ,ὅς2,2
1460,140326,ὅτι,ὅτι2,2
1461,140463,χρῆται,χράω2,2
1462,140490,ἐχρῆτο,χράω2,2
1463,140508,δεόμενοι,δέω2,2
1464,140515,ἀπειλοῦντες,ἀπειλέω2,2
1465,140684,ὧν,ὅς2,2
1466,140720,ὅτι,ὅτι2,2
1467,140783,ἧς,ὅς2,2
1468,140827,ὥρᾳ,ὥρα2,2
1469,140870,χρώμενος,χράω2,2
1470,141005,ὅτι,ὅτι2,2
1471,141109,ὧν,ὅς2,2
1472,141278,οὓς,ὅς2,2
1473,141551,ὃν,ὅς2,2
1474,141720,δεῖσθαι,δέω2,2
1475,141759,ὀξεῖαν,ὀξύς2,2
1476,141813,ὅτι,ὅτι2,2
1477,141883,ἃ,ὅς2,2
1478,141922,ὅτι,ὅτι2,2
1479,141975,ἣν,ὅς2,2
1480,142082,ᾧ,ὅς2,2
1481,142099,χρώμενον,χράω2,2
1482,142189,ὄγκῳ,ὄγκος2,2
1483,142227,ἣν,ὅς2,2
